ticker,date,open,high,low,close
MO,1962-07-17,0.0,0.12,0.12,0.12
MO,1962-07-18,0.0,0.12,0.12,0.12
MO,1962-07-19,0.0,0.12,0.12,0.12
MO,1962-07-20,0.0,0.12,0.12,0.12
MO,1962-07-23,0.0,0.12,0.12,0.12
MO,1962-07-24,0.0,0.12,0.12,0.12
MO,1962-07-25,0.0,0.12,0.12,0.12
MO,1962-07-26,0.0,0.12,0.12,0.12
MO,1962-07-27,0.0,0.12,0.12,0.12
MO,1962-07-30,0.0,0.12,0.12,0.12
MO,1962-07-31,0.0,0.12,0.12,0.12
MO,1962-08-01,0.0,0.12,0.12,0.12
MO,1962-08-02,0.0,0.12,0.12,0.12
MO,1962-08-03,0.0,0.12,0.12,0.12
MO,1962-08-06,0.0,0.12,0.12,0.12
MO,1962-08-07,0.0,0.12,0.12,0.12
MO,1962-08-08,0.0,0.12,0.12,0.12
MO,1962-08-09,0.0,0.12,0.12,0.12
MO,1962-08-10,0.0,0.12,0.12,0.12
MO,1962-08-13,0.0,0.12,0.12,0.12
MO,1962-08-14,0.0,0.12,0.12,0.12
MO,1962-08-15,0.0,0.12,0.12,0.12
MO,1962-08-16,0.0,0.12,0.12,0.12
MO,1962-08-17,0.0,0.12,0.12,0.12
MO,1962-08-20,0.0,0.12,0.12,0.12
MO,1962-08-21,0.0,0.12,0.12,0.12
MO,1962-08-22,0.0,0.12,0.12,0.12
MO,1962-08-23,0.0,0.12,0.12,0.12
MO,1962-08-24,0.0,0.12,0.12,0.12
MO,1962-08-27,0.0,0.12,0.12,0.12
MO,1962-08-28,0.0,0.12,0.12,0.12
MO,1962-08-29,0.0,0.12,0.12,0.12
MO,1962-08-30,0.0,0.12,0.12,0.12
MO,1962-08-31,0.0,0.12,0.12,0.12
MO,1962-09-04,0.0,0.12,0.12,0.12
MO,1962-09-05,0.0,0.12,0.12,0.12
MO,1962-09-06,0.0,0.12,0.12,0.12
MO,1962-09-07,0.0,0.12,0.12,0.12
MO,1962-09-10,0.0,0.12,0.12,0.12
MO,1962-09-11,0.0,0.12,0.12,0.12
MO,1962-09-12,0.0,0.12,0.12,0.12
MO,1962-09-13,0.0,0.12,0.12,0.12
MO,1962-09-14,0.0,0.12,0.12,0.12
MO,1962-09-17,0.0,0.12,0.12,0.12
MO,1962-09-18,0.0,0.12,0.12,0.12
MO,1962-09-19,0.0,0.12,0.12,0.12
MO,1962-09-20,0.0,0.12,0.12,0.12
MO,1962-09-21,0.0,0.12,0.12,0.12
MO,1962-09-24,0.0,0.12,0.12,0.12
MO,1962-09-25,0.0,0.12,0.11,0.12
MO,1962-09-26,0.0,0.12,0.12,0.12
MO,1962-09-27,0.0,0.12,0.12,0.12
MO,1962-09-28,0.0,0.12,0.12,0.12
MO,1962-10-01,0.0,0.12,0.12,0.12
MO,1962-10-02,0.0,0.12,0.12,0.12
MO,1962-10-03,0.0,0.12,0.12,0.12
MO,1962-10-04,0.0,0.12,0.12,0.12
MO,1962-10-05,0.0,0.12,0.12,0.12
MO,1962-10-08,0.0,0.12,0.12,0.12
MO,1962-10-09,0.0,0.12,0.12,0.12
MO,1962-10-10,0.0,0.12,0.12,0.12
MO,1962-10-11,0.0,0.12,0.12,0.12
MO,1962-10-12,0.0,0.12,0.12,0.12
MO,1962-10-15,0.0,0.12,0.12,0.12
MO,1962-10-16,0.0,0.12,0.12,0.12
MO,1962-10-17,0.0,0.12,0.12,0.12
MO,1962-10-18,0.0,0.12,0.11,0.11
MO,1962-10-19,0.0,0.12,0.11,0.12
MO,1962-10-22,0.0,0.11,0.11,0.11
MO,1962-10-23,0.0,0.11,0.11,0.11
MO,1962-10-24,0.0,0.11,0.11,0.11
MO,1962-10-25,0.0,0.11,0.11,0.11
MO,1962-10-26,0.0,0.11,0.11,0.11
MO,1962-10-29,0.0,0.11,0.11,0.11
MO,1962-10-30,0.0,0.11,0.11,0.11
MO,1962-10-31,0.0,0.11,0.11,0.11
MO,1962-11-01,0.0,0.11,0.11,0.11
MO,1962-11-02,0.0,0.12,0.12,0.12
MO,1962-11-05,0.0,0.12,0.12,0.12
MO,1962-11-07,0.0,0.12,0.12,0.12
MO,1962-11-08,0.0,0.13,0.12,0.12
MO,1962-11-09,0.0,0.12,0.12,0.12
MO,1962-11-12,0.0,0.13,0.13,0.13
MO,1962-11-13,0.0,0.13,0.12,0.12
MO,1962-11-14,0.0,0.12,0.12,0.12
MO,1962-11-15,0.0,0.13,0.12,0.12
MO,1962-11-16,0.0,0.12,0.12,0.12
MO,1962-11-19,0.0,0.12,0.12,0.12
MO,1962-11-20,0.0,0.12,0.12,0.12
MO,1962-11-21,0.0,0.13,0.12,0.13
MO,1962-11-23,0.0,0.13,0.13,0.13
MO,1962-11-26,0.0,0.13,0.13,0.13
MO,1962-11-27,0.0,0.13,0.13,0.13
MO,1962-11-28,0.0,0.14,0.13,0.13
MO,1962-11-29,0.0,0.13,0.13,0.13
MO,1962-11-30,0.0,0.13,0.13,0.13
MO,1962-12-03,0.0,0.13,0.13,0.13
MO,1962-12-04,0.0,0.14,0.13,0.14
MO,1962-12-05,0.0,0.14,0.13,0.13
MO,1962-12-06,0.0,0.13,0.13,0.13
MO,1962-12-07,0.0,0.13,0.13,0.13
MO,1962-12-10,0.0,0.13,0.13,0.13
MO,1962-12-11,0.0,0.13,0.13,0.13
MO,1962-12-12,0.0,0.13,0.13,0.13
MO,1962-12-13,0.0,0.13,0.13,0.13
MO,1962-12-14,0.0,0.13,0.13,0.13
MO,1962-12-17,0.0,0.13,0.13,0.13
MO,1962-12-18,0.0,0.13,0.13,0.13
MO,1962-12-19,0.0,0.13,0.13,0.13
MO,1962-12-20,0.0,0.13,0.13,0.13
MO,1962-12-21,0.0,0.13,0.13,0.13
MO,1962-12-24,0.0,0.13,0.13,0.13
MO,1962-12-26,0.0,0.13,0.13,0.13
MO,1962-12-27,0.0,0.13,0.13,0.13
MO,1962-12-28,0.0,0.13,0.13,0.13
MO,1962-12-31,0.0,0.13,0.13,0.13
MO,1963-01-02,0.0,0.13,0.13,0.13
MO,1963-01-03,0.0,0.13,0.13,0.13
MO,1963-01-04,0.0,0.13,0.13,0.13
MO,1963-01-07,0.0,0.13,0.13,0.13
MO,1963-01-08,0.0,0.13,0.13,0.13
MO,1963-01-09,0.0,0.13,0.13,0.13
MO,1963-01-10,0.0,0.13,0.13,0.13
MO,1963-01-11,0.0,0.13,0.13,0.13
MO,1963-01-14,0.0,0.13,0.13,0.13
MO,1963-01-15,0.0,0.13,0.13,0.13
MO,1963-01-16,0.0,0.13,0.13,0.13
MO,1963-01-17,0.0,0.13,0.13,0.13
MO,1963-01-18,0.0,0.13,0.13,0.13
MO,1963-01-21,0.0,0.13,0.13,0.13
MO,1963-01-22,0.0,0.13,0.13,0.13
MO,1963-01-23,0.0,0.13,0.13,0.13
MO,1963-01-24,0.0,0.13,0.13,0.13
MO,1963-01-25,0.0,0.13,0.12,0.13
MO,1963-01-28,0.0,0.13,0.13,0.13
MO,1963-01-29,0.0,0.13,0.13,0.13
MO,1963-01-30,0.0,0.13,0.13,0.13
MO,1963-01-31,0.0,0.13,0.13,0.13
MO,1963-02-01,0.0,0.13,0.13,0.13
MO,1963-02-04,0.0,0.13,0.13,0.13
MO,1963-02-05,0.0,0.13,0.13,0.13
MO,1963-02-06,0.0,0.14,0.13,0.14
MO,1963-02-07,0.0,0.14,0.13,0.13
MO,1963-02-08,0.0,0.13,0.13,0.13
MO,1963-02-11,0.0,0.13,0.13,0.13
MO,1963-02-12,0.0,0.13,0.13,0.13
MO,1963-02-13,0.0,0.13,0.13,0.13
MO,1963-02-14,0.0,0.13,0.13,0.13
MO,1963-02-15,0.0,0.13,0.13,0.13
MO,1963-02-18,0.0,0.13,0.13,0.13
MO,1963-02-19,0.0,0.13,0.13,0.13
MO,1963-02-20,0.0,0.13,0.13,0.13
MO,1963-02-21,0.0,0.13,0.13,0.13
MO,1963-02-25,0.0,0.13,0.13,0.13
MO,1963-02-26,0.0,0.13,0.13,0.13
MO,1963-02-27,0.0,0.13,0.13,0.13
MO,1963-02-28,0.0,0.13,0.13,0.13
MO,1963-03-01,0.0,0.13,0.13,0.13
MO,1963-03-04,0.0,0.13,0.13,0.13
MO,1963-03-05,0.0,0.13,0.13,0.13
MO,1963-03-06,0.0,0.13,0.13,0.13
MO,1963-03-07,0.0,0.13,0.13,0.13
MO,1963-03-08,0.0,0.13,0.13,0.13
MO,1963-03-11,0.0,0.13,0.13,0.13
MO,1963-03-12,0.0,0.14,0.13,0.14
MO,1963-03-13,0.0,0.14,0.14,0.14
MO,1963-03-14,0.0,0.14,0.14,0.14
MO,1963-03-15,0.0,0.14,0.13,0.13
MO,1963-03-18,0.0,0.13,0.13,0.13
MO,1963-03-19,0.0,0.13,0.13,0.13
MO,1963-03-20,0.0,0.13,0.13,0.13
MO,1963-03-21,0.0,0.13,0.13,0.13
MO,1963-03-22,0.0,0.13,0.13,0.13
MO,1963-03-25,0.0,0.13,0.13,0.13
MO,1963-03-26,0.0,0.14,0.13,0.14
MO,1963-03-27,0.0,0.14,0.14,0.14
MO,1963-03-28,0.0,0.14,0.14,0.14
MO,1963-03-29,0.0,0.14,0.14,0.14
MO,1963-04-01,0.0,0.14,0.14,0.14
MO,1963-04-02,0.0,0.14,0.14,0.14
MO,1963-04-03,0.0,0.14,0.14,0.14
MO,1963-04-04,0.0,0.15,0.14,0.14
MO,1963-04-05,0.0,0.15,0.14,0.14
MO,1963-04-08,0.0,0.15,0.14,0.14
MO,1963-04-09,0.0,0.15,0.15,0.15
MO,1963-04-10,0.0,0.15,0.15,0.15
MO,1963-04-11,0.0,0.15,0.15,0.15
MO,1963-04-15,0.0,0.15,0.15,0.15
MO,1963-04-16,0.0,0.15,0.15,0.15
MO,1963-04-17,0.0,0.15,0.15,0.15
MO,1963-04-18,0.0,0.15,0.15,0.15
MO,1963-04-19,0.0,0.16,0.15,0.15
MO,1963-04-22,0.0,0.16,0.15,0.16
MO,1963-04-23,0.0,0.16,0.16,0.16
MO,1963-04-24,0.0,0.16,0.15,0.15
MO,1963-04-25,0.0,0.16,0.15,0.15
MO,1963-04-26,0.0,0.15,0.15,0.15
MO,1963-04-29,0.0,0.15,0.15,0.15
MO,1963-04-30,0.0,0.15,0.15,0.15
MO,1963-05-01,0.0,0.15,0.15,0.15
MO,1963-05-02,0.0,0.15,0.15,0.15
MO,1963-05-03,0.0,0.15,0.15,0.15
MO,1963-05-06,0.0,0.15,0.15,0.15
MO,1963-05-07,0.0,0.15,0.15,0.15
MO,1963-05-08,0.0,0.15,0.15,0.15
MO,1963-05-09,0.0,0.15,0.15,0.15
MO,1963-05-10,0.0,0.15,0.15,0.15
MO,1963-05-13,0.0,0.15,0.15,0.15
MO,1963-05-14,0.0,0.15,0.15,0.15
MO,1963-05-15,0.0,0.15,0.15,0.15
MO,1963-05-16,0.0,0.15,0.14,0.15
MO,1963-05-17,0.0,0.15,0.14,0.15
MO,1963-05-20,0.0,0.15,0.14,0.14
MO,1963-05-21,0.0,0.15,0.15,0.15
MO,1963-05-22,0.0,0.15,0.15,0.15
MO,1963-05-23,0.0,0.15,0.15,0.15
MO,1963-05-24,0.0,0.15,0.15,0.15
MO,1963-05-27,0.0,0.15,0.15,0.15
MO,1963-05-28,0.0,0.15,0.15,0.15
MO,1963-05-29,0.0,0.15,0.15,0.15
MO,1963-05-31,0.0,0.15,0.15,0.15
MO,1963-06-03,0.0,0.15,0.15,0.15
MO,1963-06-04,0.0,0.15,0.15,0.15
MO,1963-06-05,0.0,0.15,0.15,0.15
MO,1963-06-06,0.0,0.15,0.14,0.15
MO,1963-06-07,0.0,0.15,0.15,0.15
MO,1963-06-10,0.0,0.14,0.14,0.14
MO,1963-06-11,0.0,0.14,0.14,0.14
MO,1963-06-12,0.0,0.14,0.13,0.13
MO,1963-06-13,0.0,0.14,0.13,0.14
MO,1963-06-14,0.0,0.14,0.13,0.13
MO,1963-06-17,0.0,0.14,0.14,0.14
MO,1963-06-18,0.0,0.14,0.14,0.14
MO,1963-06-19,0.0,0.14,0.14,0.14
MO,1963-06-20,0.0,0.14,0.13,0.13
MO,1963-06-21,0.0,0.14,0.13,0.13
MO,1963-06-24,0.0,0.14,0.13,0.14
MO,1963-06-25,0.0,0.14,0.14,0.14
MO,1963-06-26,0.0,0.14,0.14,0.14
MO,1963-06-27,0.0,0.14,0.14,0.14
MO,1963-06-28,0.0,0.14,0.14,0.14
MO,1963-07-01,0.0,0.14,0.13,0.13
MO,1963-07-02,0.0,0.14,0.13,0.14
MO,1963-07-03,0.0,0.14,0.14,0.14
MO,1963-07-05,0.0,0.14,0.14,0.14
MO,1963-07-08,0.0,0.14,0.14,0.14
MO,1963-07-09,0.0,0.14,0.14,0.14
MO,1963-07-10,0.0,0.14,0.14,0.14
MO,1963-07-11,0.0,0.14,0.14,0.14
MO,1963-07-12,0.0,0.14,0.14,0.14
MO,1963-07-15,0.0,0.14,0.13,0.13
MO,1963-07-16,0.0,0.13,0.13,0.13
MO,1963-07-17,0.0,0.13,0.13,0.13
MO,1963-07-18,0.0,0.13,0.13,0.13
MO,1963-07-19,0.0,0.13,0.13,0.13
MO,1963-07-22,0.0,0.13,0.12,0.12
MO,1963-07-23,0.0,0.12,0.12,0.12
MO,1963-07-24,0.0,0.12,0.12,0.12
MO,1963-07-25,0.0,0.13,0.13,0.13
MO,1963-07-26,0.0,0.13,0.13,0.13
MO,1963-07-29,0.0,0.13,0.13,0.13
MO,1963-07-30,0.0,0.13,0.13,0.13
MO,1963-07-31,0.0,0.13,0.13,0.13
MO,1963-08-01,0.0,0.13,0.13,0.13
MO,1963-08-02,0.0,0.13,0.13,0.13
MO,1963-08-05,0.0,0.13,0.13,0.13
MO,1963-08-06,0.0,0.14,0.13,0.14
MO,1963-08-07,0.0,0.14,0.13,0.13
MO,1963-08-08,0.0,0.13,0.13,0.13
MO,1963-08-09,0.0,0.13,0.13,0.13
MO,1963-08-12,0.0,0.13,0.13,0.13
MO,1963-08-13,0.0,0.13,0.13,0.13
MO,1963-08-14,0.0,0.13,0.13,0.13
MO,1963-08-15,0.0,0.13,0.13,0.13
MO,1963-08-16,0.0,0.13,0.13,0.13
MO,1963-08-19,0.0,0.13,0.13,0.13
MO,1963-08-20,0.0,0.13,0.13,0.13
MO,1963-08-21,0.0,0.13,0.13,0.13
MO,1963-08-22,0.0,0.13,0.13,0.13
MO,1963-08-23,0.0,0.13,0.13,0.13
MO,1963-08-26,0.0,0.13,0.13,0.13
MO,1963-08-27,0.0,0.13,0.13,0.13
MO,1963-08-28,0.0,0.13,0.13,0.13
MO,1963-08-29,0.0,0.13,0.13,0.13
MO,1963-08-30,0.0,0.13,0.13,0.13
MO,1963-09-03,0.0,0.14,0.13,0.14
MO,1963-09-04,0.0,0.14,0.14,0.14
MO,1963-09-05,0.0,0.14,0.13,0.14
MO,1963-09-06,0.0,0.14,0.13,0.13
MO,1963-09-09,0.0,0.13,0.13,0.13
MO,1963-09-10,0.0,0.13,0.13,0.13
MO,1963-09-11,0.0,0.13,0.13,0.13
MO,1963-09-12,0.0,0.13,0.13,0.13
MO,1963-09-13,0.0,0.13,0.13,0.13
MO,1963-09-16,0.0,0.13,0.13,0.13
MO,1963-09-17,0.0,0.13,0.13,0.13
MO,1963-09-18,0.0,0.13,0.13,0.13
MO,1963-09-19,0.0,0.13,0.13,0.13
MO,1963-09-20,0.0,0.13,0.13,0.13
MO,1963-09-23,0.0,0.13,0.13,0.13
MO,1963-09-24,0.0,0.13,0.13,0.13
MO,1963-09-25,0.0,0.13,0.13,0.13
MO,1963-09-26,0.0,0.13,0.13,0.13
MO,1963-09-27,0.0,0.13,0.13,0.13
MO,1963-09-30,0.0,0.13,0.13,0.13
MO,1963-10-01,0.0,0.13,0.13,0.13
MO,1963-10-02,0.0,0.13,0.13,0.13
MO,1963-10-03,0.0,0.13,0.13,0.13
MO,1963-10-04,0.0,0.14,0.13,0.13
MO,1963-10-07,0.0,0.13,0.13,0.13
MO,1963-10-08,0.0,0.13,0.13,0.13
MO,1963-10-09,0.0,0.13,0.13,0.13
MO,1963-10-10,0.0,0.13,0.13,0.13
MO,1963-10-11,0.0,0.14,0.13,0.13
MO,1963-10-14,0.0,0.13,0.13,0.13
MO,1963-10-15,0.0,0.13,0.13,0.13
MO,1963-10-16,0.0,0.13,0.13,0.13
MO,1963-10-17,0.0,0.13,0.13,0.13
MO,1963-10-18,0.0,0.14,0.13,0.13
MO,1963-10-21,0.0,0.14,0.14,0.14
MO,1963-10-22,0.0,0.14,0.13,0.13
MO,1963-10-23,0.0,0.14,0.13,0.13
MO,1963-10-24,0.0,0.14,0.13,0.13
MO,1963-10-25,0.0,0.14,0.13,0.13
MO,1963-10-28,0.0,0.13,0.13,0.13
MO,1963-10-29,0.0,0.13,0.13,0.13
MO,1963-10-30,0.0,0.13,0.13,0.13
MO,1963-10-31,0.0,0.13,0.13,0.13
MO,1963-11-01,0.0,0.13,0.13,0.13
MO,1963-11-04,0.0,0.13,0.13,0.13
MO,1963-11-06,0.0,0.13,0.13,0.13
MO,1963-11-07,0.0,0.13,0.13,0.13
MO,1963-11-08,0.0,0.13,0.13,0.13
MO,1963-11-11,0.0,0.13,0.13,0.13
MO,1963-11-12,0.0,0.13,0.12,0.12
MO,1963-11-13,0.0,0.12,0.12,0.12
MO,1963-11-14,0.0,0.12,0.12,0.12
MO,1963-11-15,0.0,0.12,0.12,0.12
MO,1963-11-18,0.0,0.12,0.12,0.12
MO,1963-11-19,0.0,0.12,0.12,0.12
MO,1963-11-20,0.0,0.12,0.12,0.12
MO,1963-11-21,0.0,0.12,0.12,0.12
MO,1963-11-22,0.0,0.12,0.12,0.12
MO,1963-11-26,0.0,0.12,0.12,0.12
MO,1963-11-27,0.0,0.12,0.12,0.12
MO,1963-11-29,0.0,0.12,0.12,0.12
MO,1963-12-02,0.0,0.12,0.12,0.12
MO,1963-12-03,0.0,0.12,0.12,0.12
MO,1963-12-04,0.0,0.12,0.12,0.12
MO,1963-12-05,0.0,0.12,0.12,0.12
MO,1963-12-06,0.0,0.12,0.12,0.12
MO,1963-12-09,0.0,0.12,0.12,0.12
MO,1963-12-10,0.0,0.12,0.12,0.12
MO,1963-12-11,0.0,0.12,0.12,0.12
MO,1963-12-12,0.0,0.12,0.12,0.12
MO,1963-12-13,0.0,0.12,0.12,0.12
MO,1963-12-16,0.0,0.12,0.12,0.12
MO,1963-12-17,0.0,0.13,0.13,0.13
MO,1963-12-18,0.0,0.13,0.13,0.13
MO,1963-12-19,0.0,0.13,0.13,0.13
MO,1963-12-20,0.0,0.13,0.13,0.13
MO,1963-12-23,0.0,0.13,0.13,0.13
MO,1963-12-24,0.0,0.13,0.13,0.13
MO,1963-12-26,0.0,0.13,0.13,0.13
MO,1963-12-27,0.0,0.13,0.13,0.13
MO,1963-12-30,0.0,0.13,0.13,0.13
MO,1963-12-31,0.0,0.13,0.13,0.13
MO,1964-01-02,0.0,0.13,0.13,0.13
MO,1964-01-03,0.0,0.13,0.13,0.13
MO,1964-01-06,0.0,0.13,0.13,0.13
MO,1964-01-07,0.0,0.13,0.13,0.13
MO,1964-01-08,0.0,0.13,0.13,0.13
MO,1964-01-09,0.0,0.13,0.13,0.13
MO,1964-01-10,0.0,0.13,0.13,0.13
MO,1964-01-13,0.0,0.13,0.13,0.13
MO,1964-01-14,0.0,0.13,0.13,0.13
MO,1964-01-15,0.0,0.13,0.13,0.13
MO,1964-01-16,0.0,0.13,0.13,0.13
MO,1964-01-17,0.0,0.13,0.13,0.13
MO,1964-01-20,0.0,0.13,0.12,0.12
MO,1964-01-21,0.0,0.12,0.12,0.12
MO,1964-01-22,0.0,0.12,0.12,0.12
MO,1964-01-23,0.0,0.12,0.12,0.12
MO,1964-01-24,0.0,0.12,0.12,0.12
MO,1964-01-27,0.0,0.12,0.12,0.12
MO,1964-01-28,0.0,0.12,0.12,0.12
MO,1964-01-29,0.0,0.12,0.12,0.12
MO,1964-01-30,0.0,0.12,0.12,0.12
MO,1964-01-31,0.0,0.12,0.12,0.12
MO,1964-02-03,0.0,0.12,0.12,0.12
MO,1964-02-04,0.0,0.12,0.12,0.12
MO,1964-02-05,0.0,0.13,0.12,0.13
MO,1964-02-06,0.0,0.13,0.12,0.12
MO,1964-02-07,0.0,0.12,0.12,0.12
MO,1964-02-10,0.0,0.12,0.12,0.12
MO,1964-02-11,0.0,0.12,0.12,0.12
MO,1964-02-12,0.0,0.12,0.12,0.12
MO,1964-02-13,0.0,0.12,0.12,0.12
MO,1964-02-14,0.0,0.12,0.12,0.12
MO,1964-02-17,0.0,0.12,0.12,0.12
MO,1964-02-18,0.0,0.13,0.12,0.12
